Country or Area,Year,Unit,Quantity
Eritrea,2019,"Kilowatt-hours, million",22.115
Eritrea,2018,"Kilowatt-hours, million",19.622
Eritrea,2017,"Kilowatt-hours, million",11.312
Eritrea,2016,"Kilowatt-hours, million",7
Eritrea,2015,"Kilowatt-hours, million",7
Eritrea,2014,"Kilowatt-hours, million",7
Eritrea,2013,"Kilowatt-hours, million",4
Eritrea,2012,"Kilowatt-hours, million",2
Eritrea,2011,"Kilowatt-hours, million",2
Eritrea,2010,"Kilowatt-hours, million",2
Eritrea,2009,"Kilowatt-hours, million",2
Eritrea,2008,"Kilowatt-hours, million",2
Eritrea,2007,"Kilowatt-hours, million",2
Eritrea,2006,"Kilowatt-hours, million",2
Eritrea,2005,"Kilowatt-hours, million",1
Eritrea,2004,"Kilowatt-hours, million",1
Eritrea,2003,"Kilowatt-hours, million",1
Eritrea,2002,"Kilowatt-hours, million",1
Eritrea,2001,"Kilowatt-hours, million",1
Eritrea,2000,"Kilowatt-hours, million",1
Eritrea,1999,"Kilowatt-hours, million",1
Eritrea,1998,"Kilowatt-hours, million",1
Eritrea,1997,"Kilowatt-hours, million",1
Estonia,2019,"Kilowatt-hours, million",73.5
Estonia,2018,"Kilowatt-hours, million",30.802
Estonia,2017,"Kilowatt-hours, million",14.492
Estonia,2016,"Kilowatt-hours, million",10
Eswatini,2019,"Kilowatt-hours, million",2.347
Eswatini,2018,"Kilowatt-hours, million",0.115
Eswatini,2017,"Kilowatt-hours, million",0.115
Ethiopia,2019,"Kilowatt-hours, million",17.62
Ethiopia,2018,"Kilowatt-hours, million",20
Ethiopia,2017,"Kilowatt-hours, million",22
Ethiopia,2016,"Kilowatt-hours, million",21
Ethiopia,2015,"Kilowatt-hours, million",18
Ethiopia,2014,"Kilowatt-hours, million",16
Ethiopia,2013,"Kilowatt-hours, million",6
Ethiopia,2012,"Kilowatt-hours, million",2
Ethiopia,2011,"Kilowatt-hours, million",1
Faeroe Islands,2020,"Kilowatt-hours, million",1.6
Falkland Islands,2020,"Kilowatt-hours, million",0.1
Falkland Islands,2019,"Kilowatt-hours, million",0.1
Falkland Islands,2018,"Kilowatt-hours, million",0.1
Falkland Islands,2017,"Kilowatt-hours, million",0.1
Falkland Islands,2016,"Kilowatt-hours, million",0.1
Falkland Islands,2015,"Kilowatt-hours, million",0.1
Falkland Islands,2014,"Kilowatt-hours, million",0.1
Fiji,2020,"Kilowatt-hours, million",12.6
Fiji,2019,"Kilowatt-hours, million",12.57
Fiji,2018,"Kilowatt-hours, million",12.49
Fiji,2017,"Kilowatt-hours, million",9.409
Fiji,2016,"Kilowatt-hours, million",7.025
Fiji,2015,"Kilowatt-hours, million",4.385
Fiji,2014,"Kilowatt-hours, million",2.496
Fiji,2013,"Kilowatt-hours, million",1.802
Fiji,2012,"Kilowatt-hours, million",1.212
Finland,2019,"Kilowatt-hours, million",147.25
Finland,2018,"Kilowatt-hours, million",90.225
Finland,2017,"Kilowatt-hours, million",48.513
Finland,2016,"Kilowatt-hours, million",22
Finland,2015,"Kilowatt-hours, million",11
Finland,2014,"Kilowatt-hours, million",8
Finland,2013,"Kilowatt-hours, million",6
Finland,2012,"Kilowatt-hours, million",6
Finland,2011,"Kilowatt-hours, million",5
Finland,2010,"Kilowatt-hours, million",5
Finland,2009,"Kilowatt-hours, million",4
Finland,2008,"Kilowatt-hours, million",4
Finland,2007,"Kilowatt-hours, million",4
Finland,2006,"Kilowatt-hours, million",3
Finland,2005,"Kilowatt-hours, million",3
Finland,2004,"Kilowatt-hours, million",2
Finland,2003,"Kilowatt-hours, million",2
Finland,2002,"Kilowatt-hours, million",2
Finland,2001,"Kilowatt-hours, million",2
Finland,2000,"Kilowatt-hours, million",2
Finland,1999,"Kilowatt-hours, million",1
Finland,1998,"Kilowatt-hours, million",1
Finland,1997,"Kilowatt-hours, million",1
Finland,1996,"Kilowatt-hours, million",1
Finland,1995,"Kilowatt-hours, million",1
Finland,1994,"Kilowatt-hours, million",1
Finland,1993,"Kilowatt-hours, million",1
Finland,1992,"Kilowatt-hours, million",1
Finland,1991,"Kilowatt-hours, million",1
France,2019,"Kilowatt-hours, million",12225.184
France,2018,"Kilowatt-hours, million",10891.159
France,2017,"Kilowatt-hours, million",9586.316
France,2016,"Kilowatt-hours, million",8659
France,2015,"Kilowatt-hours, million",7754
France,2014,"Kilowatt-hours, million",6392
France,2013,"Kilowatt-hours, million",5194
France,2012,"Kilowatt-hours, million",4427
France,2011,"Kilowatt-hours, million",2334
France,2010,"Kilowatt-hours, million",620
France,2009,"Kilowatt-hours, million",174
France,2008,"Kilowatt-hours, million",42
France,2007,"Kilowatt-hours, million",27
France,2006,"Kilowatt-hours, million",16
France,2005,"Kilowatt-hours, million",13
France,2004,"Kilowatt-hours, million",9
France,2003,"Kilowatt-hours, million",8
France,2002,"Kilowatt-hours, million",7
France,2001,"Kilowatt-hours, million",6
France,2000,"Kilowatt-hours, million",5
France,1999,"Kilowatt-hours, million",2
France,1998,"Kilowatt-hours, million",2
France,1997,"Kilowatt-hours, million",2
France,1996,"Kilowatt-hours, million",1
France,1995,"Kilowatt-hours, million",1
France,1994,"Kilowatt-hours, million",1
French Guiana,2016,"Kilowatt-hours, million",64
French Guiana,2015,"Kilowatt-hours, million",53
French Guiana,2014,"Kilowatt-hours, million",52
French Guiana,2013,"Kilowatt-hours, million",44
French Guiana,2012,"Kilowatt-hours, million",52
French Guiana,2011,"Kilowatt-hours, million",31
French Guiana,2010,"Kilowatt-hours, million",1
French Guiana,2010,"Kilowatt-hours, million",1
French Polynesia,2020,"Kilowatt-hours, million",41.1
French Polynesia,2019,"Kilowatt-hours, million",39.51
French Polynesia,2018,"Kilowatt-hours, million",37.38
French Polynesia,2017,"Kilowatt-hours, million",35.55
French Polynesia,2016,"Kilowatt-hours, million",32.86
French Polynesia,2015,"Kilowatt-hours, million",31.88
French Polynesia,2014,"Kilowatt-hours, million",27
French Polynesia,2013,"Kilowatt-hours, million",18
French Polynesia,2012,"Kilowatt-hours, million",14
French Polynesia,2011,"Kilowatt-hours, million",10
French Polynesia,2010,"Kilowatt-hours, million",5
French Polynesia,2009,"Kilowatt-hours, million",3.404
French Polynesia,2008,"Kilowatt-hours, million",3.13
Gabon,2019,"Kilowatt-hours, million",1.92
Gabon,2018,"Kilowatt-hours, million",1.92
Gabon,2017,"Kilowatt-hours, million",1.92
Gabon,2016,"Kilowatt-hours, million",2
Gabon,2015,"Kilowatt-hours, million",2
Gabon,2014,"Kilowatt-hours, million",2
Gabon,2013,"Kilowatt-hours, million",2
Gabon,2012,"Kilowatt-hours, million",3
Gambia,2019,"Kilowatt-hours, million",3.5
Gambia,2018,"Kilowatt-hours, million",3.5
Gambia,2017,"Kilowatt-hours, million",3.5
Gambia,2016,"Kilowatt-hours, million",3.5
Gambia,2015,"Kilowatt-hours, million",3.5
Gambia,2014,"Kilowatt-hours, million",3.4
Gambia,2013,"Kilowatt-hours, million",3.2
Gambia,2012,"Kilowatt-hours, million",3.2
Gambia,2011,"Kilowatt-hours, million",3
Gambia,2010,"Kilowatt-hours, million",2.8
Gambia,2009,"Kilowatt-hours, million",2.6
Gambia,2008,"Kilowatt-hours, million",2.2
Gambia,2007,"Kilowatt-hours, million",1.9
Gambia,2006,"Kilowatt-hours, million",1.2
Gambia,2005,"Kilowatt-hours, million",1
Gambia,2004,"Kilowatt-hours, million",0.6
Gambia,2003,"Kilowatt-hours, million",0.3
Gambia,2002,"Kilowatt-hours, million",0.1
Germany,2019,"Kilowatt-hours, million",46392
Germany,2018,"Kilowatt-hours, million",45784
Germany,2017,"Kilowatt-hours, million",39401
Germany,2016,"Kilowatt-hours, million",38098
Germany,2015,"Kilowatt-hours, million",38726
Germany,2014,"Kilowatt-hours, million",36056
Germany,2013,"Kilowatt-hours, million",31010
Germany,2012,"Kilowatt-hours, million",26380
Germany,2011,"Kilowatt-hours, million",19599
Germany,2010,"Kilowatt-hours, million",11729
Germany,2009,"Kilowatt-hours, million",6584
Germany,2008,"Kilowatt-hours, million",4420
Germany,2007,"Kilowatt-hours, million",3075
Germany,2006,"Kilowatt-hours, million",2220
Germany,2005,"Kilowatt-hours, million",1282
Germany,2004,"Kilowatt-hours, million",557
Germany,2003,"Kilowatt-hours, million",313
Germany,2002,"Kilowatt-hours, million",188
Germany,2001,"Kilowatt-hours, million",116
Germany,2000,"Kilowatt-hours, million",60
Germany,1999,"Kilowatt-hours, million",30
Germany,1998,"Kilowatt-hours, million",35
Germany,1997,"Kilowatt-hours, million",18
Germany,1996,"Kilowatt-hours, million",12
Germany,1995,"Kilowatt-hours, million",7
Germany,1994,"Kilowatt-hours, million",7
Germany,1993,"Kilowatt-hours, million",3
Germany,1992,"Kilowatt-hours, million",4
Germany,1991,"Kilowatt-hours, million",1
Ghana,2020,"Kilowatt-hours, million",56.9
Ghana,2019,"Kilowatt-hours, million",51.8
Ghana,2018,"Kilowatt-hours, million",33.1
Ghana,2017,"Kilowatt-hours, million",28
Ghana,2016,"Kilowatt-hours, million",27
Ghana,2015,"Kilowatt-hours, million",3
Ghana,2014,"Kilowatt-hours, million",4
Ghana,2013,"Kilowatt-hours, million",3
Greece,2019,"Kilowatt-hours, million",4428.51
Greece,2018,"Kilowatt-hours, million",3790.652
Greece,2017,"Kilowatt-hours, million",3991.477
Greece,2016,"Kilowatt-hours, million",3930
Greece,2015,"Kilowatt-hours, million",3900
Greece,2014,"Kilowatt-hours, million",3792
Greece,2013,"Kilowatt-hours, million",3648
Greece,2012,"Kilowatt-hours, million",1694
Greece,2011,"Kilowatt-hours, million",610
Greece,2010,"Kilowatt-hours, million",158
Greece,2009,"Kilowatt-hours, million",50
Greece,2008,"Kilowatt-hours, million",5
Greece,2007,"Kilowatt-hours, million",1
Greece,2006,"Kilowatt-hours, million",1
Greece,2005,"Kilowatt-hours, million",1
Greece,2004,"Kilowatt-hours, million",1
Grenada,2019,"Kilowatt-hours, million",3.41
Grenada,2018,"Kilowatt-hours, million",3.3
Grenada,2017,"Kilowatt-hours, million",3.09
Grenada,2016,"Kilowatt-hours, million",2.31
Grenada,2015,"Kilowatt-hours, million",1.34
Grenada,2014,"Kilowatt-hours, million",0.94
Grenada,2013,"Kilowatt-hours, million",0.108333333
Grenada,2012,"Kilowatt-hours, million",0.108333333
Grenada,2011,"Kilowatt-hours, million",0.108333333
Grenada,2010,"Kilowatt-hours, million",0.108333333
Grenada,2009,"Kilowatt-hours, million",0.108333333
Grenada,2008,"Kilowatt-hours, million",0.108333333
Guadeloupe,2016,"Kilowatt-hours, million",93.8
Guadeloupe,2015,"Kilowatt-hours, million",101.5
Guadeloupe,2014,"Kilowatt-hours, million",102.7
Guadeloupe,2013,"Kilowatt-hours, million",98.6
Guadeloupe,2012,"Kilowatt-hours, million",91.8
Guadeloupe,2011,"Kilowatt-hours, million",33.4
Guadeloupe,2010,"Kilowatt-hours, million",17.3
Guadeloupe,2009,"Kilowatt-hours, million",5
Guadeloupe,2008,"Kilowatt-hours, million",3
Guadeloupe,2007,"Kilowatt-hours, million",2
Guadeloupe,2006,"Kilowatt-hours, million",1
Guadeloupe,2005,"Kilowatt-hours, million",0.3
Guadeloupe,2010,"Kilowatt-hours, million",17.3
Guadeloupe,2009,"Kilowatt-hours, million",5
Guadeloupe,2008,"Kilowatt-hours, million",3
Guadeloupe,2007,"Kilowatt-hours, million",2
Guadeloupe,2006,"Kilowatt-hours, million",1
Guadeloupe,2005,"Kilowatt-hours, million",0.3
Guam,2020,"Kilowatt-hours, million",51.6
Guam,2019,"Kilowatt-hours, million",51.6
Guam,2018,"Kilowatt-hours, million",51.6
Guam,2017,"Kilowatt-hours, million",51.6
Guam,2016,"Kilowatt-hours, million",51.6
Guam,2015,"Kilowatt-hours, million",21.5
Guatemala,2020,"Kilowatt-hours, million",222.095
Guatemala,2019,"Kilowatt-hours, million",198.74
Guatemala,2018,"Kilowatt-hours, million",208.31
Guatemala,2017,"Kilowatt-hours, million",198.2
Guatemala,2016,"Kilowatt-hours, million",191.8
Guatemala,2015,"Kilowatt-hours, million",149.26
Guatemala,2014,"Kilowatt-hours, million",7.1
Guernsey,2020,"Kilowatt-hours, million",0.8
Guernsey,2019,"Kilowatt-hours, million",0.6
Guinea-Bissau,2020,"Kilowatt-hours, million",2
Guinea-Bissau,2019,"Kilowatt-hours, million",2
Guinea-Bissau,2018,"Kilowatt-hours, million",1
Guinea-Bissau,2017,"Kilowatt-hours, million",1
Guyana,2019,"Kilowatt-hours, million",10.86
Guyana,2018,"Kilowatt-hours, million",11.12
Guyana,2017,"Kilowatt-hours, million",6.95
Guyana,2016,"Kilowatt-hours, million",4.81
Guyana,2015,"Kilowatt-hours, million",4.71
Guyana,2014,"Kilowatt-hours, million",1.57
Guyana,2013,"Kilowatt-hours, million",1.49
Guyana,2012,"Kilowatt-hours, million",1.39
Guyana,2011,"Kilowatt-hours, million",1.39
Guyana,2010,"Kilowatt-hours, million",0.26
Guyana,2009,"Kilowatt-hours, million",0.13
Guyana,2008,"Kilowatt-hours, million",0.11
Guyana,2007,"Kilowatt-hours, million",0.04
Guyana,2006,"Kilowatt-hours, million",0.04
Guyana,2005,"Kilowatt-hours, million",0.03
Guyana,2004,"Kilowatt-hours, million",0.02
Guyana,2003,"Kilowatt-hours, million",0.02
Guyana,2002,"Kilowatt-hours, million",0.02
Guyana,2001,"Kilowatt-hours, million",0.02
Guyana,2000,"Kilowatt-hours, million",0.02
Haiti,2019,"Kilowatt-hours, million",3.444
Haiti,2018,"Kilowatt-hours, million",3.444
Haiti,2017,"Kilowatt-hours, million",3.213
Haiti,2016,"Kilowatt-hours, million",2
Haiti,2015,"Kilowatt-hours, million",2
Haiti,2014,"Kilowatt-hours, million",1
Haiti,2013,"Kilowatt-hours, million",1
Haiti,2012,"Kilowatt-hours, million",1
Honduras,2020,"Kilowatt-hours, million",1043.8
Honduras,2019,"Kilowatt-hours, million",1115.5
Honduras,2018,"Kilowatt-hours, million",992.9
Honduras,2017,"Kilowatt-hours, million",923.9
Honduras,2016,"Kilowatt-hours, million",884.6
Honduras,2015,"Kilowatt-hours, million",418.2
Hungary,2019,"Kilowatt-hours, million",1497
Hungary,2018,"Kilowatt-hours, million",629
Hungary,2017,"Kilowatt-hours, million",349
Hungary,2016,"Kilowatt-hours, million",244
Hungary,2015,"Kilowatt-hours, million",141
Hungary,2014,"Kilowatt-hours, million",67
Hungary,2013,"Kilowatt-hours, million",25
Hungary,2012,"Kilowatt-hours, million",8
Hungary,2011,"Kilowatt-hours, million",1
Hungary,2010,"Kilowatt-hours, million",1
Hungary,2009,"Kilowatt-hours, million",1
Hungary,2008,"Kilowatt-hours, million",1
India,2019,"Kilowatt-hours, million",50563
India,2018,"Kilowatt-hours, million",39728
India,2017,"Kilowatt-hours, million",24613
India,2016,"Kilowatt-hours, million",12578
India,2015,"Kilowatt-hours, million",7039
India,2014,"Kilowatt-hours, million",5020
India,2013,"Kilowatt-hours, million",3433
Indonesia,2019,"Kilowatt-hours, million",9.51
Indonesia,2018,"Kilowatt-hours, million",6.6
Indonesia,2017,"Kilowatt-hours, million",29
Indonesia,2016,"Kilowatt-hours, million",21
Indonesia,2015,"Kilowatt-hours, million",5.28
Indonesia,2014,"Kilowatt-hours, million",6.8
Indonesia,2013,"Kilowatt-hours, million",5.5
Indonesia,2012,"Kilowatt-hours, million",2.9
Indonesia,2011,"Kilowatt-hours, million",1
Indonesia,2010,"Kilowatt-hours, million",0.5
Iran,2019,"Kilowatt-hours, million",435.313
Iran,2018,"Kilowatt-hours, million",286
Iran,2017,"Kilowatt-hours, million",85
Iran,2016,"Kilowatt-hours, million",4
Iran,2015,"Kilowatt-hours, million",0.86
Iran,2014,"Kilowatt-hours, million",0.08
Iran,2013,"Kilowatt-hours, million",0.07
Iran,2012,"Kilowatt-hours, million",0.06
Iran,2011,"Kilowatt-hours, million",0.05
Iran,2010,"Kilowatt-hours, million",0.09
Iran,2009,"Kilowatt-hours, million",0.07
Iran,2008,"Kilowatt-hours, million",0.08
Iran,2007,"Kilowatt-hours, million",0.07
Iran,2006,"Kilowatt-hours, million",0.08
Iran,2005,"Kilowatt-hours, million",0.05
Iraq,2019,"Kilowatt-hours, million",57.305
Iraq,2018,"Kilowatt-hours, million",377
Iraq,2017,"Kilowatt-hours, million",57
Iraq,2016,"Kilowatt-hours, million",57
Iraq,2015,"Kilowatt-hours, million",57
Iraq,2014,"Kilowatt-hours, million",57
Iraq,2013,"Kilowatt-hours, million",46
Ireland,2019,"Kilowatt-hours, million",21.35
Ireland,2018,"Kilowatt-hours, million",16.656
Ireland,2017,"Kilowatt-hours, million",10.801
Ireland,2016,"Kilowatt-hours, million",6
Ireland,2015,"Kilowatt-hours, million",3
Ireland,2014,"Kilowatt-hours, million",2
Ireland,2013,"Kilowatt-hours, million",1
Ireland,2012,"Kilowatt-hours, million",1
Ireland,2011,"Kilowatt-hours, million",1
Israel,2019,"Kilowatt-hours, million",3293.5
Israel,2018,"Kilowatt-hours, million",1573.8
Israel,2017,"Kilowatt-hours, million",1510.6
Israel,2016,"Kilowatt-hours, million",1544
Israel,2015,"Kilowatt-hours, million",1115
Israel,2014,"Kilowatt-hours, million",840
Israel,2013,"Kilowatt-hours, million",494
Israel,2012,"Kilowatt-hours, million",369
Israel,2011,"Kilowatt-hours, million",192
Israel,2010,"Kilowatt-hours, million",70
Israel,2009,"Kilowatt-hours, million",24
Italy,2019,"Kilowatt-hours, million",23688.9
Italy,2018,"Kilowatt-hours, million",22653.838
Italy,2017,"Kilowatt-hours, million",24377.711
Italy,2016,"Kilowatt-hours, million",22104
Italy,2015,"Kilowatt-hours, million",22942
Italy,2014,"Kilowatt-hours, million",22306
Italy,2013,"Kilowatt-hours, million",21589
Italy,2012,"Kilowatt-hours, million",18862
Italy,2011,"Kilowatt-hours, million",10796
Italy,2010,"Kilowatt-hours, million",1906
Italy,2009,"Kilowatt-hours, million",676
Italy,2008,"Kilowatt-hours, million",193
Italy,2007,"Kilowatt-hours, million",38
Italy,2006,"Kilowatt-hours, million",35
Italy,2005,"Kilowatt-hours, million",31
Italy,2004,"Kilowatt-hours, million",29
Italy,2003,"Kilowatt-hours, million",24
Italy,2002,"Kilowatt-hours, million",21
Italy,2001,"Kilowatt-hours, million",19
Italy,2000,"Kilowatt-hours, million",18
Italy,1999,"Kilowatt-hours, million",17
Italy,1998,"Kilowatt-hours, million",16
Italy,1997,"Kilowatt-hours, million",15
Italy,1996,"Kilowatt-hours, million",14
Italy,1995,"Kilowatt-hours, million",13
Italy,1994,"Kilowatt-hours, million",11
Italy,1993,"Kilowatt-hours, million",11
Italy,1992,"Kilowatt-hours, million",9
Italy,1991,"Kilowatt-hours, million",5
Italy,1990,"Kilowatt-hours, million",4
Jamaica,2019,"Kilowatt-hours, million",46
Jamaica,2018,"Kilowatt-hours, million",46
Jamaica,2017,"Kilowatt-hours, million",44
Jamaica,2016,"Kilowatt-hours, million",15
Japan,2019,"Kilowatt-hours, million",68952.571
Japan,2018,"Kilowatt-hours, million",62667.671
Japan,2017,"Kilowatt-hours, million",55068.529
Japan,2016,"Kilowatt-hours, million",45761
Japan,2015,"Kilowatt-hours, million",34802
Japan,2014,"Kilowatt-hours, million",22952
Japan,2013,"Kilowatt-hours, million",12880
Japan,2012,"Kilowatt-hours, million",6613
Japan,2011,"Kilowatt-hours, million",4839
Japan,2010,"Kilowatt-hours, million",3543
Japan,2009,"Kilowatt-hours, million",2657
Japan,2008,"Kilowatt-hours, million",2206
Japan,2007,"Kilowatt-hours, million",1972
Japan,2006,"Kilowatt-hours, million",1721
Japan,2005,"Kilowatt-hours, million",1420
Japan,2004,"Kilowatt-hours, million",1118
Japan,2003,"Kilowatt-hours, million",858
Japan,2002,"Kilowatt-hours, million",644
Japan,2001,"Kilowatt-hours, million",547
Japan,2000,"Kilowatt-hours, million",357
Japan,1999,"Kilowatt-hours, million",254
Japan,1998,"Kilowatt-hours, million",189
Japan,1997,"Kilowatt-hours, million",149
Japan,1996,"Kilowatt-hours, million",122
Japan,1995,"Kilowatt-hours, million",106
Japan,1994,"Kilowatt-hours, million",96
Japan,1993,"Kilowatt-hours, million",89
Japan,1992,"Kilowatt-hours, million",81
Japan,1991,"Kilowatt-hours, million",74
Japan,1990,"Kilowatt-hours, million",67
Jordan,2020,"Kilowatt-hours, million",2852
Jordan,2019,"Kilowatt-hours, million",2086.2
Jordan,2018,"Kilowatt-hours, million",1414.9
Jordan,2017,"Kilowatt-hours, million",919.5
Jordan,2016,"Kilowatt-hours, million",426.9
Jordan,2015,"Kilowatt-hours, million",1.6
Kazakhstan,2019,"Kilowatt-hours, million",832
Kazakhstan,2018,"Kilowatt-hours, million",385
Kazakhstan,2017,"Kilowatt-hours, million",161
Kazakhstan,2016,"Kilowatt-hours, million",137
Kazakhstan,2015,"Kilowatt-hours, million",119
Kazakhstan,2014,"Kilowatt-hours, million",98
Kazakhstan,2013,"Kilowatt-hours, million",23
Kazakhstan,2012,"Kilowatt-hours, million",8
Kazakhstan,2011,"Kilowatt-hours, million",5
Kazakhstan,2010,"Kilowatt-hours, million",4
Kenya,2020,"Kilowatt-hours, million",88.4
Kenya,2019,"Kilowatt-hours, million",92.3
Kenya,2018,"Kilowatt-hours, million",13.68
Kiribati,2020,"Kilowatt-hours, million",5.1
Kiribati,2019,"Kilowatt-hours, million",5
Kiribati,2018,"Kilowatt-hours, million",5
Kiribati,2017,"Kilowatt-hours, million",4.8
Kiribati,2016,"Kilowatt-hours, million",4.8
Kiribati,2015,"Kilowatt-hours, million",3.9
Kiribati,2014,"Kilowatt-hours, million",1.3
Kiribati,2013,"Kilowatt-hours, million",0.8
Kiribati,2012,"Kilowatt-hours, million",0.8
Kiribati,2011,"Kilowatt-hours, million",0.7
Kiribati,2010,"Kilowatt-hours, million",0.7
Kiribati,2009,"Kilowatt-hours, million",0.5
Kiribati,2008,"Kilowatt-hours, million",0.5
Kiribati,2007,"Kilowatt-hours, million",0.4
Kiribati,2006,"Kilowatt-hours, million",0.4
Kiribati,2005,"Kilowatt-hours, million",0.4
Kiribati,2004,"Kilowatt-hours, million",0.3
Kiribati,2003,"Kilowatt-hours, million",0.1
Kiribati,2002,"Kilowatt-hours, million",0.1
Kiribati,2001,"Kilowatt-hours, million",0.1
Kiribati,2000,"Kilowatt-hours, million",0.1
North Korea,2019,"Kilowatt-hours, million",16.185
North Korea,2018,"Kilowatt-hours, million",14.994
North Korea,2017,"Kilowatt-hours, million",13.803
North Korea,2016,"Kilowatt-hours, million",13
North Korea,2015,"Kilowatt-hours, million",11
North Korea,2014,"Kilowatt-hours, million",7
North Korea,2013,"Kilowatt-hours, million",5
North Korea,2012,"Kilowatt-hours, million",3
North Korea,2011,"Kilowatt-hours, million",3
North Korea,2010,"Kilowatt-hours, million",1
North Korea,2009,"Kilowatt-hours, million",1
North Korea,2008,"Kilowatt-hours, million",1
North Korea,2007,"Kilowatt-hours, million",1
North Korea,2006,"Kilowatt-hours, million",1
South Korea,2019,"Kilowatt-hours, million",12996.018
South Korea,2018,"Kilowatt-hours, million",9208.099
South Korea,2017,"Kilowatt-hours, million",7056.219
South Korea,2016,"Kilowatt-hours, million",5123
South Korea,2015,"Kilowatt-hours, million",3975
South Korea,2014,"Kilowatt-hours, million",2557
South Korea,2013,"Kilowatt-hours, million",1605
South Korea,2012,"Kilowatt-hours, million",1103
South Korea,2011,"Kilowatt-hours, million",917
South Korea,2010,"Kilowatt-hours, million",772
South Korea,2009,"Kilowatt-hours, million",566
South Korea,2008,"Kilowatt-hours, million",285
South Korea,2007,"Kilowatt-hours, million",70
South Korea,2006,"Kilowatt-hours, million",31
South Korea,2005,"Kilowatt-hours, million",15
South Korea,2004,"Kilowatt-hours, million",10
South Korea,2003,"Kilowatt-hours, million",8
South Korea,2002,"Kilowatt-hours, million",7
South Korea,2001,"Kilowatt-hours, million",6
South Korea,2000,"Kilowatt-hours, million",5
South Korea,1999,"Kilowatt-hours, million",5
South Korea,1998,"Kilowatt-hours, million",4
South Korea,1997,"Kilowatt-hours, million",3
South Korea,1996,"Kilowatt-hours, million",3
South Korea,1995,"Kilowatt-hours, million",2
South Korea,1994,"Kilowatt-hours, million",2
South Korea,1993,"Kilowatt-hours, million",2
South Korea,1992,"Kilowatt-hours, million",2
South Korea,1991,"Kilowatt-hours, million",1
South Korea,1990,"Kilowatt-hours, million",1
Kosovo,2019,"Kilowatt-hours, million",10.55
Kosovo,2018,"Kilowatt-hours, million",2
Kosovo,2017,"Kilowatt-hours, million",0.8
Kuwait,2019,"Kilowatt-hours, million",102
Kuwait,2018,"Kilowatt-hours, million",4
Kuwait,2017,"Kilowatt-hours, million",2
Kuwait,2016,"Kilowatt-hours, million",0.035
Laos,2019,"Kilowatt-hours, million",40.02
Laos,2018,"Kilowatt-hours, million",60
Laos,2017,"Kilowatt-hours, million",9.2
Laos,2016,"Kilowatt-hours, million",2.3
Laos,2015,"Kilowatt-hours, million",2.3
Laos,2014,"Kilowatt-hours, million",1
Laos,2013,"Kilowatt-hours, million",0.4
Laos,2012,"Kilowatt-hours, million",0.4
Latvia,2019,"Kilowatt-hours, million",3.137
Latvia,2018,"Kilowatt-hours, million",1.273
Latvia,2017,"Kilowatt-hours, million",0.44
Lebanon,2019,"Kilowatt-hours, million",117.712
Lebanon,2018,"Kilowatt-hours, million",48
Lebanon,2017,"Kilowatt-hours, million",41
Lebanon,2016,"Kilowatt-hours, million",28
Lebanon,2015,"Kilowatt-hours, million",15
Lebanon,2014,"Kilowatt-hours, million",6
Lebanon,2013,"Kilowatt-hours, million",3
Lebanon,2012,"Kilowatt-hours, million",1
Lebanon,2011,"Kilowatt-hours, million",1
Liberia,2020,"Kilowatt-hours, million",5
Liberia,2019,"Kilowatt-hours, million",5
Liberia,2018,"Kilowatt-hours, million",4
Liberia,2017,"Kilowatt-hours, million",3
Libya,2019,"Kilowatt-hours, million",8.125
Libya,2018,"Kilowatt-hours, million",8.125
Libya,2017,"Kilowatt-hours, million",8.125
Libya,2016,"Kilowatt-hours, million",8
Libya,2015,"Kilowatt-hours, million",8
Libya,2014,"Kilowatt-hours, million",8
Libya,2013,"Kilowatt-hours, million",8
Libya,2012,"Kilowatt-hours, million",7
Libya,2011,"Kilowatt-hours, million",6
Libya,2010,"Kilowatt-hours, million",6
Libya,2009,"Kilowatt-hours, million",5
Libya,2008,"Kilowatt-hours, million",4
Libya,2007,"Kilowatt-hours, million",3
Libya,2006,"Kilowatt-hours, million",3
Libya,2005,"Kilowatt-hours, million",2
Libya,2004,"Kilowatt-hours, million",1
Liechtenstein,2020,"Kilowatt-hours, million",29.7
Liechtenstein,2019,"Kilowatt-hours, million",26
Liechtenstein,2018,"Kilowatt-hours, million",25.2
Liechtenstein,2017,"Kilowatt-hours, million",22
Liechtenstein,2016,"Kilowatt-hours, million",19.7
Liechtenstein,2015,"Kilowatt-hours, million",19
Liechtenstein,2014,"Kilowatt-hours, million",16.6
Liechtenstein,2013,"Kilowatt-hours, million",12.7
Liechtenstein,2012,"Kilowatt-hours, million",8.7
Liechtenstein,2011,"Kilowatt-hours, million",6.2
Liechtenstein,2010,"Kilowatt-hours, million",2.8
Liechtenstein,2009,"Kilowatt-hours, million",0.9
Liechtenstein,2008,"Kilowatt-hours, million",0.3
Liechtenstein,2007,"Kilowatt-hours, million",0.3
Liechtenstein,2006,"Kilowatt-hours, million",0.201
Liechtenstein,2005,"Kilowatt-hours, million",0.162
Liechtenstein,2004,"Kilowatt-hours, million",0.152
Liechtenstein,2003,"Kilowatt-hours, million",0.121
Liechtenstein,2002,"Kilowatt-hours, million",0.073
Liechtenstein,2001,"Kilowatt-hours, million",0.069
Liechtenstein,2000,"Kilowatt-hours, million",0.066
