Country or Area,Year,Unit,Quantity
Thailand,2005,"Kilowatt-hours, million",1.5
Thailand,2004,"Kilowatt-hours, million",1.6
Thailand,2003,"Kilowatt-hours, million",1.6
Thailand,2002,"Kilowatt-hours, million",1.6
Thailand,2001,"Kilowatt-hours, million",1.5
Thailand,2000,"Kilowatt-hours, million",1.6
Thailand,1999,"Kilowatt-hours, million",1.5
Thailand,1998,"Kilowatt-hours, million",1.3
Thailand,1997,"Kilowatt-hours, million",2
Thailand,1996,"Kilowatt-hours, million",2
Thailand,1995,"Kilowatt-hours, million",1
Thailand,1994,"Kilowatt-hours, million",1
Thailand,1993,"Kilowatt-hours, million",1
Thailand,1992,"Kilowatt-hours, million",1
Thailand,1991,"Kilowatt-hours, million",1
Thailand,1990,"Kilowatt-hours, million",1
Turkey,2019,"Kilowatt-hours, million",8951.74
Turkey,2018,"Kilowatt-hours, million",7430.976
Turkey,2017,"Kilowatt-hours, million",6127.482
Turkey,2016,"Kilowatt-hours, million",4819
Turkey,2015,"Kilowatt-hours, million",3425
Turkey,2014,"Kilowatt-hours, million",2364
Turkey,2013,"Kilowatt-hours, million",1364
Turkey,2012,"Kilowatt-hours, million",899
Turkey,2011,"Kilowatt-hours, million",694
Turkey,2010,"Kilowatt-hours, million",668
Turkey,2009,"Kilowatt-hours, million",436
Turkey,2008,"Kilowatt-hours, million",162
Turkey,2007,"Kilowatt-hours, million",156
Turkey,2006,"Kilowatt-hours, million",94
Turkey,2005,"Kilowatt-hours, million",94
Turkey,2004,"Kilowatt-hours, million",93
Turkey,2003,"Kilowatt-hours, million",89
Turkey,2002,"Kilowatt-hours, million",105
Turkey,2001,"Kilowatt-hours, million",90
Turkey,2000,"Kilowatt-hours, million",76
Turkey,1999,"Kilowatt-hours, million",81
Turkey,1998,"Kilowatt-hours, million",85
Turkey,1997,"Kilowatt-hours, million",83
Turkey,1996,"Kilowatt-hours, million",84
Turkey,1995,"Kilowatt-hours, million",86
Turkey,1994,"Kilowatt-hours, million",79
Turkey,1993,"Kilowatt-hours, million",78
Turkey,1992,"Kilowatt-hours, million",70
Turkey,1991,"Kilowatt-hours, million",81
Turkey,1990,"Kilowatt-hours, million",80
United States,2019,"Kilowatt-hours, million",18363.517
United States,2018,"Kilowatt-hours, million",18773.501
United States,2017,"Kilowatt-hours, million",18726.464
United States,2016,"Kilowatt-hours, million",18584
United States,2015,"Kilowatt-hours, million",18727
United States,2014,"Kilowatt-hours, million",18710
United States,2013,"Kilowatt-hours, million",18422
United States,2012,"Kilowatt-hours, million",18135
United States,2011,"Kilowatt-hours, million",17840
United States,2010,"Kilowatt-hours, million",17577
United States,2009,"Kilowatt-hours, million",17046
United States,2008,"Kilowatt-hours, million",16873
United States,2007,"Kilowatt-hours, million",16798
United States,2006,"Kilowatt-hours, million",16581
United States,2005,"Kilowatt-hours, million",16778
United States,2004,"Kilowatt-hours, million",15487
United States,2003,"Kilowatt-hours, million",14870
United States,2002,"Kilowatt-hours, million",14939
United States,2001,"Kilowatt-hours, million",14246
United States,2000,"Kilowatt-hours, million",14621
United States,1999,"Kilowatt-hours, million",15717
United States,1998,"Kilowatt-hours, million",15369
United States,1997,"Kilowatt-hours, million",14907
United States,1996,"Kilowatt-hours, million",15746
United States,1995,"Kilowatt-hours, million",14941
United States,1994,"Kilowatt-hours, million",17479
United States,1993,"Kilowatt-hours, million",17774
United States,1992,"Kilowatt-hours, million",17168
United States,1991,"Kilowatt-hours, million",16267
United States,1990,"Kilowatt-hours, million",16012
USSR (former),1991,"Kilowatt-hours, million",30
USSR (former),1990,"Kilowatt-hours, million",28
Vietnam,1990,"Kilowatt-hours, million",0
